t,x,y,z
4.150,-14,35,-878
4.200,138,120,-734
4.250,68,120,-975
4.300,63,244,-879
4.350,-23,13,-966
4.400,158,-77,-1180
4.450,-54,10,-1008
4.500,128,-62,-1098
4.550,-63,11,-970
4.600,175,32,-1015
4.650,197,-56,-1053
4.700,39,-106,-1173
4.750,83,-51,-1029
4.800,2,-51,-863
4.850,48,-130,-1047
4.900,25,-196,-1010
4.950,21,49,-925
5.000,83,-157,-946
5.050,-107,-74,-967
5.100,-92,65,-955
5.150,-198,-45,-1033
5.200,-59,-44,-969
5.250,-234,-163,-938
5.300,23,93,-856
5.350,-254,16,-1153
5.400,34,-11,-1091
5.450,62,36,-1151
5.500,-77,-58,-991
5.550,-136,126,-1114
5.600,-70,176,-1066
5.650,-72,62,-1055
5.700,-29,67,-1076
5.750,70,134,-1013
5.800,-110,18,-902
5.850,-57,126,-1015
5.900,18,86,-940
5.950,-30,165,-1244
6.000,-9,31,-3275
6.050,-44,20,-1228
6.100,27,221,-818
6.150,47,-35,-1031
6.200,53,-38,-1020
6.250,94,34,-1061
6.300,20,202,-1013
6.350,23,16,-924
6.400,40,69,-942
6.450,159,128,-1044
6.500,191,-63,-1032
6.550,194,50,-1000
6.600,0,14,-1050
6.650,15,-97,-980
6.700,-89,-30,-986
6.750,24,12,-951
6.800,10,-135,-944
6.850,-76,-116,-1050
6.900,36,-78,-997
6.950,106,-81,-1025
7.000,-97,-42,-958
7.050,100,-159,-998
7.100,-36,-102,-999
7.150,-183,-23,-948
7.200,32,99,-1026
7.250,-74,-70,-845
7.300,-219,-20,-1118
7.350,-296,-207,-1111
7.400,-10,-100,-1018
7.450,-192,33,-1088
7.500,5,-79,-1061
7.550,-89,18,-886
7.600,-85,-66,-1045
7.650,-135,103,-969
7.700,-90,128,-1042
7.750,-82,85,-878
7.800,-67,53,-1084
7.850,9,42,-973
7.900,-183,179,-1107
7.950,-78,183,-1404
8.000,-6,106,-3280
8.050,123,219,-1455
8.100,-85,160,-1105
8.150,14,99,-945
8.200,41,89,-1062
8.250,174,31,-973
8.300,40,67,-1013
8.350,76,-36,-936
8.400,208,50,-941
8.450,166,90,-976
8.500,117,69,-994
8.550,21,-14,-1151
8.600,95,2,-901
8.650,101,29,-1000
8.700,-1,-172,-1078
8.750,-39,-20,-1017
8.800,104,-75,-916
8.850,130,-141,-1022
8.900,-12,-225,-946
8.950,111,-99,-1039
9.000,87,-288,-986
9.050,-4,-144,-889
9.100,47,-116,-1007
9.150,-76,-130,-1105
9.200,52,1,-936
9.250,-158,96,-842
9.300,-66,-131,-1069
9.350,-56,-118,-1003
9.400,-8,-151,-840
9.450,27,-115,-1113
9.500,-123,-82,-1021
9.550,-305,-3,-856
9.600,-184,9,-1119
9.650,-38,27,-845
9.700,-64,29,-956
9.750,-111,-36,-976
9.800,-73,94,-970
9.850,-86,123,-861
9.900,-120,234,-1020
9.950,-77,293,-1285
10.000,110,165,-3334
10.050,25,57,-1405
10.100,-111,103,-954
10.150,77,65,-1064
10.200,-20,36,-1083
10.250,54,69,-1072
10.300,62,-2,-1000
10.350,130,60,-962
10.400,-37,1,-978
10.450,150,-112,-987
10.500,197,-14,-1008
10.550,135,4,-946
10.600,101,-19,-1063
10.650,75,55,-1016
10.700,67,-98,-937
10.750,2,2,-1075
10.800,-26,-64,-990
10.850,69,-4,-1033
10.900,66,-168,-899
10.950,66,-56,-985
11.000,-63,-126,-960
11.050,-17,-89,-1109
11.100,-16,-150,-1087
11.150,-58,-238,-944
11.200,9,-85,-1080
11.250,-146,-83,-1194
11.300,-66,-6,-1025
11.350,-129,-31,-972
11.400,-8,-29,-1055
11.450,-136,-1,-876
11.500,-126,-84,-1070
11.550,-266,42,-1109
11.600,-194,-127,-1089
11.650,-44,-60,-1140
11.700,-67,31,-965
11.750,-11,70,-1104
11.800,-69,121,-1047
11.850,-160,177,-1033
11.900,-64,96,-918
11.950,5,72,-1243
12.000,172,211,-3146
12.050,-74,399,-1394
12.100,1,39,-871
12.150,79,-25,-979
12.200,103,55,-1098
12.250,13,36,-998
12.300,39,118,-1076
12.350,-49,-14,-892
12.400,49,218,-961
12.450,6,-51,-981
12.500,6,190,-1079
12.550,153,101,-1009
12.600,15,-53,-971
12.650,159,-41,-1112
12.700,84,-113,-1175
12.750,15,-185,-953
12.800,214,68,-1046
12.850,8,-34,-915
12.900,-3,-107,-823
12.950,7,-138,-990
13.000,46,-182,-1020
13.050,-109,-121,-850
13.100,28,-103,-1075
13.150,-70,-5,-1045
13.200,57,-191,-1023
13.250,69,-231,-905
13.300,-229,-66,-1014
13.350,-23,-298,-1153
13.400,-140,-28,-1071
13.450,-116,-111,-1032
13.500,-168,20,-953
13.550,16,-37,-1025
13.600,-91,7,-1004
13.650,-214,75,-1073
13.700,-157,-68,-907
13.750,-82,163,-978
13.800,-195,-6,-939
13.850,-107,2,-1014
13.900,-45,14,-1027
13.950,-54,-108,-1258
14.000,-65,204,-3292
14.050,-111,194,-1425
14.100,-20,143,-1027
14.150,-87,104,-1016
14.200,161,128,-757
14.250,-61,69,-1085
14.300,173,125,-940
14.350,27,-14,-1162
14.400,232,72,-1021
14.450,173,76,-922
14.500,-30,-57,-984
14.550,127,61,-1081
14.600,105,146,-945
14.650,159,-47,-939
14.700,225,-50,-902
14.750,1,-24,-928
14.800,-1,7,-1054
14.850,-19,-89,-845
14.900,56,-20,-1059
14.950,22,-193,-1046
15.000,67,-103,-884
15.050,-32,-115,-898
15.100,-83,-217,-896
15.150,-12,-262,-996
15.200,-91,59,-1058
15.250,-117,-144,-1084
15.300,-137,-174,-1082
15.350,-218,-165,-1125
15.400,-137,-86,-1098
15.450,-61,-19,-1035
15.500,-137,127,-981
15.550,-61,-191,-1052
15.600,-269,-3,-970
15.650,-143,87,-1082
15.700,-35,-66,-1021
15.750,-37,114,-1010
15.800,96,48,-1036
15.850,-266,231,-1030
15.900,-125,201,-902
15.950,-7,-16,-1264
16.000,-50,6,-3117
16.050,-155,144,-1261
16.100,195,121,-1165
16.150,-21,94,-972
16.200,137,-76,-1026
16.250,148,194,-851
16.300,50,147,-863
16.350,185,103,-934
16.400,32,-85,-921
16.450,71,13,-1046
16.500,69,19,-1082
16.550,104,4,-1006
16.600,36,32,-850
16.650,41,53,-929
16.700,-131,-120,-1051
16.750,133,-56,-962
16.800,110,-153,-1060
16.850,-52,-103,-1010
16.900,45,-153,-927
16.950,89,25,-943
17.000,15,-46,-951
17.050,-68,4,-863
17.100,127,-92,-974
17.150,-12,-89,-950
17.200,-68,-96,-859
17.250,-58,-65,-929
17.300,-69,-35,-1005
17.350,-187,-48,-1091
17.400,-78,-125,-927
17.450,-39,7,-1008
17.500,-67,-157,-1088
17.550,-111,43,-1006
17.600,-175,42,-1036
17.650,-175,72,-1017
17.700,15,112,-941
17.750,-45,3,-1075
17.800,-176,311,-1086
17.850,-62,60,-1022
17.900,-78,-54,-1081
17.950,-127,89,-1352
18.000,-55,117,-3247
18.050,90,68,-1280
18.100,-75,148,-1033
18.150,78,116,-1014
18.200,76,50,-892
18.250,145,109,-1094
18.300,-7,6,-1020
18.350,125,-26,-906
18.400,95,-130,-1038
18.450,-108,-44,-1044
18.500,51,-26,-1032
18.550,51,105,-903
18.600,4,69,-1130
18.650,24,77,-1179
18.700,127,-159,-1012
18.750,56,65,-1065
18.800,53,-31,-1020
18.850,-20,-94,-993
18.900,102,-171,-1036
18.950,41,-112,-1015
19.000,-1,-156,-1064
19.050,20,-186,-907
19.100,-14,-197,-977
19.150,-32,-28,-907
19.200,-88,-138,-1048
19.250,-149,-130,-977
19.300,-80,-98,-1059
19.350,-61,-86,-1083
19.400,-107,-52,-1086
19.450,-33,52,-997
19.500,-90,42,-1002
19.550,-27,148,-994
19.600,-60,101,-1027
19.650,-179,118,-1126
19.700,62,128,-985
19.750,-67,211,-1076
19.800,-152,33,-1021
19.850,-126,101,-989
19.900,-96,223,-1112
19.950,-118,129,-1314
20.000,33,50,-3283
20.050,-36,44,-1256
20.100,-7,156,-954
20.150,129,161,-937
20.200,120,40,-1021
20.250,-76,94,-1054
20.300,113,101,-1108
20.350,8,17,-1041
20.400,108,-62,-996
20.450,-36,-157,-943
20.500,-4,-45,-1113
20.550,-14,-48,-1033
20.600,174,5,-1021
20.650,150,44,-967
20.700,48,23,-859
20.750,124,71,-926
20.800,127,-168,-1089
20.850,41,-223,-1047
20.900,100,-148,-957
20.950,-92,-138,-918
21.000,17,-77,-864
21.050,88,-169,-895
21.100,-80,-97,-999
21.150,40,-179,-964
21.200,-17,-16,-1017
21.250,10,-128,-908
21.300,-53,-171,-967
21.350,-75,-74,-1059
21.400,-114,-146,-865
21.450,-189,-69,-908
21.500,-53,58,-879
21.550,-124,-68,-932
21.600,-31,5,-1101
21.650,10,91,-1110
21.700,-19,-56,-1039
21.750,-161,20,-1067
21.800,-108,139,-976
21.850,5,176,-1030
21.900,-25,138,-864
21.950,56,209,-1216
22.000,85,-43,-3130
22.050,33,103,-1340
22.100,-3,128,-934
22.150,-74,107,-1045
22.200,-17,112,-1026
22.250,18,9,-977
22.300,80,-29,-1067
22.350,75,78,-1084
22.400,134,-35,-782
22.450,23,-48,-984
22.500,28,66,-856
22.550,68,-2,-1041
22.600,95,84,-928
22.650,17,78,-907
22.700,120,-112,-995
22.750,7,-33,-1025
22.800,-120,-7,-985
22.850,132,-100,-985
22.900,120,-64,-977
22.950,273,-112,-986
23.000,139,-164,-1083
23.050,-130,-56,-950
23.100,28,-203,-920
23.150,50,-97,-997
23.200,-5,-52,-949
23.250,-158,-85,-1097
23.300,-30,-16,-1008
23.350,-65,-170,-931
23.400,-132,-21,-911
23.450,-159,80,-990
23.500,-98,44,-1100
23.550,-51,21,-917
23.600,-112,2,-970
23.650,-94,-49,-1016
23.700,21,51,-1070
23.750,-13,-78,-1170
23.800,-59,95,-982
23.850,-117,77,-1112
23.900,-13,-34,-1013
23.950,5,-42,-1340
24.000,63,224,-3320
24.050,43,0,-1405
24.100,159,149,-1065
24.150,63,140,-985
24.200,239,129,-1239
24.250,47,12,-1016
24.300,82,7,-1087
24.350,198,93,-1054
24.400,149,85,-899
24.450,14,78,-1049
24.500,192,-15,-1182
24.550,102,-158,-1017
24.600,90,-63,-1119
24.650,0,-113,-1020
24.700,184,-2,-1038
24.750,173,-180,-945
24.800,45,-62,-949
24.850,-9,-25,-1001
24.900,224,-119,-898
24.950,67,-193,-891
25.000,-85,-279,-932
25.050,70,-95,-1021
25.100,96,-38,-1052
25.150,13,-189,-1045
25.200,-143,-257,-1094
25.250,27,-159,-1044
25.300,-174,10,-1000
25.350,-50,-54,-1094
25.400,-173,36,-1005
25.450,-37,-269,-911
25.500,-140,174,-1041
25.550,-97,68,-1070
25.600,-25,-21,-897
25.650,-26,85,-1058
25.700,-98,83,-1163
25.750,-115,146,-1101
25.800,44,31,-974
25.850,-137,128,-963
25.900,60,203,-900
25.950,1,1,-1192
26.000,-104,65,-3141
26.050,51,226,-1298
26.100,-104,73,-987
26.150,17,202,-1020
26.200,-56,118,-1092
26.250,207,92,-1112
26.300,167,248,-1160
26.350,161,84,-986
26.400,123,70,-1055
26.450,212,-92,-843
26.500,222,-95,-1000
26.550,212,-55,-1013
26.600,63,62,-1049
26.650,88,-2,-1017
26.700,12,-166,-1121
26.750,-24,-208,-1058
26.800,83,-77,-1066
26.850,-36,-169,-1111
26.900,-68,-38,-1112
26.950,17,-148,-806
27.000,-144,-85,-1027
27.050,-77,-74,-988
27.100,-116,-61,-969
27.150,59,-138,-882
27.200,-75,-239,-958
27.250,-77,-141,-925
27.300,-119,23,-1007
27.350,-29,9,-962
27.400,-178,43,-998
27.450,61,23,-940
27.500,-161,-32,-992
27.550,-192,-78,-1009
27.600,-101,47,-911
27.650,-121,100,-1012
27.700,-96,79,-1165
27.750,-65,20,-1074
27.800,-210,45,-1150
27.850,24,70,-1135
27.900,-85,156,-1048
27.950,-38,69,-1308
28.000,-136,96,-3245
28.050,252,82,-1334
28.100,110,83,-980
28.150,-25,214,-1050
28.200,89,171,-1024
28.250,71,118,-945
28.300,-6,73,-1076
28.350,29,-6,-903
28.400,223,239,-1005
28.450,31,-62,-871
28.500,-23,-25,-1045
28.550,239,-97,-912
28.600,200,-44,-963
28.650,-34,-52,-1017
28.700,-125,-26,-972
28.750,-65,-184,-1060
28.800,16,-105,-1077
28.850,-35,-65,-1038
28.900,22,-113,-963
28.950,3,-30,-992
29.000,71,0,-1117
29.050,58,44,-1078
29.100,-33,-124,-965
29.150,-4,-143,-895
29.200,-127,-92,-918
29.250,86,-112,-937
29.300,-63,-185,-1076
29.350,-185,-86,-1033
29.400,-93,71,-966
29.450,113,-35,-937
29.500,-67,121,-1030
29.550,-31,146,-1058
29.600,-101,71,-1035
29.650,-159,192,-1018
29.700,58,18,-1017
29.750,-7,54,-1072
29.800,-116,103,-1053
29.850,-38,-91,-1045
29.900,-45,54,-1080
29.950,-86,104,-1179
30.000,-112,78,-3122
30.050,42,91,-1334
30.100,32,87,-1176
30.150,-12,-67,-897
30.200,125,18,-936
30.250,267,21,-896
30.300,110,40,-1088
30.350,45,14,-1185
30.400,138,5,-963
30.450,65,256,-1133
30.500,25,56,-811
30.550,19,131,-1073
30.600,199,-25,-822
30.650,232,-97,-765
30.700,-9,-84,-855
30.750,12,-122,-990
30.800,95,-50,-1060
30.850,61,-38,-880
30.900,57,-195,-998
30.950,-34,7,-1134
31.000,45,-185,-898
31.050,46,-81,-960
31.100,-58,-41,-1004
31.150,13,-84,-1198
31.200,-100,40,-884
31.250,-62,-81,-1027
31.300,-30,-12,-1078
31.350,-36,53,-1076
31.400,-110,6,-942
31.450,-132,-58,-1037
31.500,-69,34,-1002
31.550,-208,-72,-949
31.600,-193,49,-1029
31.650,-137,48,-866
31.700,-58,35,-1118
31.750,-30,162,-951
31.800,34,119,-1104
31.850,-49,131,-942
31.900,-70,90,-971
31.950,86,179,-1246
32.000,32,18,-3288
32.050,8,182,-1266
32.100,76,-25,-1118
32.150,135,86,-1105
32.200,129,102,-764
32.250,171,98,-1012
32.300,99,51,-1115
32.350,163,67,-1220
32.400,44,-35,-922
32.450,95,135,-1127
32.500,14,85,-1052
32.550,14,-58,-1061
32.600,138,59,-1127
32.650,66,-44,-993
32.700,148,-49,-1046
32.750,-18,-217,-1030
32.800,60,-7,-1030
32.850,231,-95,-1039
32.900,61,-173,-983
32.950,-149,-45,-995
33.000,17,-88,-1102
33.050,-88,27,-960
33.100,-79,-61,-967
33.150,111,0,-967
33.200,-95,62,-1008
33.250,-140,-168,-1069
33.300,-110,2,-927
33.350,3,-33,-933
33.400,86,42,-872
33.450,-220,-75,-1060
33.500,-314,6,-889
33.550,-142,31,-1068
33.600,-134,54,-1096
33.650,5,-108,-974
33.700,-120,178,-939
33.750,-237,-123,-1080
33.800,-99,66,-998
33.850,8,-20,-1144
33.900,-11,66,-1009
33.950,-67,85,-1179
34.000,-130,2,-3149
34.050,141,82,-1399
34.100,-129,116,-1101
34.150,219,276,-982
34.200,98,71,-909
34.250,70,76,-891
34.300,131,229,-1131
34.350,45,-27,-933
34.400,56,79,-1094
34.450,91,199,-869
34.500,-50,29,-934
34.550,59,-104,-947
34.600,103,13,-1013
34.650,276,-119,-1040
34.700,122,0,-1110
34.750,174,-187,-999
34.800,34,-138,-909
34.850,-142,-148,-1072
34.900,101,29,-938
34.950,127,-277,-987
35.000,-111,-130,-980
35.050,-8,11,-1158
35.100,-98,-214,-1131
35.150,35,-75,-875
35.200,36,-75,-1078
35.250,9,-126,-1096
35.300,-173,-49,-899
35.350,-85,53,-993
35.400,-129,187,-854
35.450,-83,-82,-1129
35.500,-68,-20,-963
35.550,-73,51,-909
35.600,-70,-27,-1062
35.650,-42,-40,-943
35.700,-24,55,-1063
35.750,-213,-19,-1130
35.800,-57,46,-1074
35.850,24,99,-996
35.900,14,178,-1129
35.950,41,-46,-1361
36.000,81,155,-3147
36.050,30,212,-1421
36.100,6,99,-838
36.150,128,172,-1061
36.200,239,119,-1080
36.250,258,-43,-1069
36.300,62,-20,-958
36.350,111,54,-848
36.400,-36,140,-1066
36.450,216,168,-816
36.500,85,-93,-974
36.550,94,-157,-941
36.600,21,84,-923
36.650,67,-43,-1019
36.700,44,189,-1075
36.750,75,9,-1031
36.800,8,-187,-905
36.850,102,-52,-1121
36.900,71,-72,-1027
36.950,-94,-103,-1070
37.000,6,-95,-1027
37.050,55,-104,-958
37.100,3,-14,-1077
37.150,-73,-15,-988
37.200,31,-21,-1036
37.250,0,-91,-923
37.300,67,29,-817
37.350,-213,-89,-1021
37.400,-127,-1,-1029
37.450,-10,63,-967
37.500,-181,44,-946
37.550,-70,18,-888
37.600,-139,2,-947
37.650,-47,114,-1023
37.700,-186,-40,-1035
37.750,-7,134,-1145
37.800,-16,74,-1083
37.850,130,110,-934
37.900,175,49,-1032
37.950,103,-6,-1292
38.000,4,178,-3168
38.050,-57,177,-1230
38.100,-53,40,-1043
38.150,-47,174,-1026
38.200,37,-2,-1032
38.250,190,131,-1129
38.300,2,110,-1040
38.350,45,-23,-1106
38.400,103,0,-909
38.450,93,-62,-944
38.500,208,-59,-1136
38.550,60,-124,-869
38.600,-16,-57,-882
38.650,159,-86,-1063
38.700,66,-78,-880
38.750,58,-179,-921
38.800,142,-99,-938
38.850,49,-186,-1006
38.900,-61,-146,-1075
38.950,42,-84,-1106
39.000,-74,-100,-963
39.050,-10,-275,-897
39.100,111,32,-956
39.150,8,-141,-985
39.200,-149,-71,-1114
39.250,-24,-99,-939
39.300,-66,-96,-933
39.350,-183,-67,-1043
39.400,-36,-37,-978
39.450,-57,-203,-1074
39.500,-91,81,-954
39.550,6,-2,-992
39.600,-135,-4,-1066
39.650,-133,30,-1052
39.700,-79,-87,-966
39.750,-57,106,-1037
39.800,-99,159,-1012
39.850,114,-23,-1020
39.900,-121,32,-1064
39.950,-54,161,-1389
40.000,49,-15,-3232
40.050,121,136,-1276
40.100,81,141,-950
40.150,158,6,-1006
40.200,110,141,-955
40.250,175,31,-1108
40.300,183,59,-1044
40.350,92,11,-920
40.400,166,56,-957
40.450,101,98,-1189
40.500,7,-3,-1033
40.550,23,34,-1078
40.600,112,-21,-995
40.650,23,-61,-902
40.700,124,18,-1006
40.750,-65,-108,-1012
40.800,163,10,-966
40.850,-23,-79,-1021
40.900,11,-194,-963
40.950,13,-34,-1117
41.000,-90,192,-1070
41.050,7,-64,-1079
41.100,107,-100,-988
41.150,100,-152,-1039
41.200,-86,-191,-978
41.250,-33,-56,-948
41.300,-12,-32,-1019
41.350,9,-101,-888
41.400,-111,30,-854
41.450,-280,-31,-1032
41.500,37,-33,-782
41.550,-221,44,-1031
41.600,-55,-14,-1036
41.650,-235,54,-1120
41.700,-186,66,-1010
41.750,11,-38,-966
41.800,-33,57,-1064
41.850,-52,160,-1030
41.900,37,73,-863
41.950,-13,85,-1427
42.000,-114,131,-3218
42.050,38,44,-1310
42.100,-19,119,-1018
42.150,195,34,-910
42.200,-26,44,-1067
42.250,171,106,-989
42.300,100,-28,-888
42.350,200,43,-999
42.400,147,17,-1016
42.450,59,-12,-1038
42.500,158,-26,-1034
42.550,49,-136,-875
42.600,136,38,-1042
42.650,206,-34,-884
42.700,80,-62,-1042
42.750,77,-53,-881
42.800,182,-74,-902
42.850,-172,-127,-980
42.900,102,-61,-1004
42.950,-21,-163,-848
43.000,90,5,-999
43.050,-58,-54,-1002
43.100,-41,-97,-1051
43.150,-115,-108,-1111
43.200,-11,-14,-1062
43.250,-217,-39,-981
43.300,-79,-166,-1153
43.350,48,-63,-960
43.400,-101,2,-1102
43.450,-134,-124,-1087
43.500,-157,-145,-1037
43.550,-156,-79,-1011
43.600,-96,-36,-839
43.650,-32,135,-1026
43.700,-9,120,-1081
43.750,-125,304,-1033
43.800,-20,64,-933
43.850,-125,9,-909
43.900,-15,-103,-999
43.950,-30,156,-1272
44.000,27,107,-3177
44.050,-77,34,-1366
44.100,-76,158,-915
44.150,95,41,-1043
44.200,24,170,-958
44.250,210,-7,-1018
44.300,-20,-55,-1012
44.350,62,4,-1123
44.400,111,8,-927
44.450,143,-89,-968
44.500,52,123,-1002
44.550,58,-48,-1120
44.600,197,139,-1138
44.650,69,-54,-1048
44.700,178,41,-1020
44.750,236,-68,-1019
44.800,81,-141,-884
44.850,95,-117,-1015
44.900,-42,-74,-1103
44.950,16,-140,-955
45.000,83,-37,-1010
45.050,-72,-123,-1001
45.100,8,-141,-1077
45.150,-32,20,-850
45.200,5,-160,-887
45.250,-138,-132,-966
45.300,-191,5,-1004
45.350,-57,-111,-932
45.400,-54,-60,-924
45.450,-312,13,-1009
45.500,-164,14,-960
45.550,-158,6,-1003
45.600,-64,129,-1037
45.650,16,-59,-976
45.700,-218,65,-942
45.750,91,75,-1060
45.800,23,84,-992
45.850,28,177,-1139
45.900,-27,94,-1086
45.950,-146,93,-1335
46.000,-58,89,-3228
46.050,17,225,-1300
46.100,181,195,-923
46.150,-13,66,-1074
46.200,92,76,-965
46.250,95,84,-1029
46.300,3,23,-943
46.350,76,41,-931
46.400,134,-87,-1006
46.450,29,11,-969
46.500,141,133,-1040
46.550,75,30,-923
46.600,13,24,-947
46.650,77,-68,-941
46.700,115,-27,-1059
46.750,-67,-78,-1022
46.800,95,-142,-949
46.850,78,-148,-924
46.900,3,-151,-980
46.950,14,-171,-950
47.000,-1,-161,-1140
47.050,18,-91,-990
47.100,79,-294,-898
47.150,64,-168,-919
47.200,-124,-164,-1008
47.250,76,-42,-996
47.300,-10,-109,-880
47.350,37,-11,-1063
47.400,-9,-7,-949
47.450,-8,19,-1072
47.500,19,22,-974
47.550,-50,41,-940
47.600,-79,17,-1044
47.650,-130,22,-921
47.700,-108,50,-1008
47.750,-28,123,-842
47.800,-170,63,-954
47.850,-180,228,-1009
47.900,-94,173,-1177
47.950,1,19,-1299
48.000,30,163,-3167
48.050,183,104,-1325
48.100,129,90,-967
48.150,-270,125,-1006
48.200,24,28,-928
48.250,-93,323,-908
48.300,110,211,-978
48.350,18,128,-1131
48.400,143,127,-957
48.450,-17,32,-1010
48.500,41,-185,-1095
48.550,59,74,-780
48.600,164,-94,-1034
48.650,176,4,-969
48.700,100,37,-821
48.750,71,-58,-960
48.800,22,-256,-961
48.850,-13,16,-985
48.900,151,-164,-910
48.950,-115,-24,-1019
49.000,75,-129,-945
49.050,25,-68,-965
49.100,104,-140,-888
49.150,-74,7,-813
49.200,-123,-253,-987
49.250,-126,-113,-1026
49.300,-124,56,-910
49.350,4,140,-1062
49.400,-295,131,-980
49.450,-103,-160,-1108
49.500,-45,-11,-1172
49.550,-174,100,-898
49.600,-78,258,-918
49.650,56,152,-934
49.700,-188,-69,-1059
49.750,-50,71,-970
49.800,-60,119,-921
49.850,-45,66,-1210
49.900,39,33,-1073
49.950,54,172,-1243
50.000,76,12,-3218
50.050,-28,237,-1229
50.100,11,162,-971
50.150,36,126,-932
50.200,47,-19,-972
50.250,50,-21,-1061
50.300,61,61,-955
50.350,72,81,-1030
50.400,139,63,-954
50.450,214,-7,-1127
50.500,94,65,-998
50.550,124,-153,-1067
50.600,138,31,-1060
50.650,118,-102,-1092
50.700,87,-41,-968
50.750,129,63,-924
50.800,30,-6,-1117
50.850,53,-5,-946
50.900,97,58,-1059
50.950,79,-106,-911
51.000,9,-37,-876
51.050,35,-116,-1029
51.100,-86,-12,-895
51.150,-65,-234,-1051
51.200,-24,-157,-1157
51.250,-106,-234,-974
51.300,-113,-54,-896
51.350,-162,-217,-1002
51.400,-58,-145,-1029
51.450,-127,-13,-1049
51.500,113,-21,-985
51.550,-138,-196,-890
51.600,-348,139,-1106
51.650,-198,37,-824
51.700,-55,43,-1061
51.750,-19,41,-943
51.800,-216,123,-975
51.850,-154,6,-1012
51.900,-70,118,-1116
51.950,-86,268,-1365
52.000,-34,86,-3222
52.050,112,53,-1229
52.100,-38,157,-1018
52.150,31,82,-956
52.200,-37,3,-837
52.250,111,42,-949
52.300,76,-121,-987
52.350,79,73,-1062
52.400,77,122,-1012
52.450,64,45,-1032
52.500,185,-14,-971
52.550,42,-115,-942
52.600,116,20,-941
52.650,-28,-36,-1160
52.700,122,-146,-963
52.750,129,-114,-1002
52.800,157,-213,-949
52.850,55,-13,-1132
52.900,31,-7,-891
52.950,-46,-121,-853
53.000,-114,-104,-986
53.050,-2,-174,-923
53.100,40,50,-1063
53.150,-84,-1,-855
53.200,-60,-203,-1017
53.250,6,-16,-911
53.300,73,-93,-1072
53.350,-185,-55,-918
53.400,43,-13,-999
53.450,-109,82,-1061
53.500,-108,-6,-1002
53.550,46,-56,-804
53.600,-148,-35,-1053
53.650,-37,44,-910
53.700,-147,-75,-1030
53.750,-48,-47,-1009
53.800,-16,16,-1066
53.850,-133,78,-963
53.900,189,188,-1102
53.950,-139,90,-1172
54.000,53,58,-3120
54.050,126,216,-1383
54.100,66,-7,-1065
54.150,-57,68,-1115
54.200,121,80,-1069
54.250,110,193,-972
54.300,34,36,-1008
54.350,33,-92,-1030
54.400,195,-35,-1154
54.450,92,104,-1138
54.500,115,33,-957
54.550,143,33,-1127
54.600,144,79,-1018
54.650,119,-127,-896
54.700,31,73,-1030
54.750,125,-113,-850
54.800,-99,-51,-1166
54.850,-51,62,-927
54.900,-130,-96,-1050
54.950,61,49,-948
55.000,35,-59,-1087
55.050,40,-25,-1049
55.100,-82,21,-983
55.150,-136,-123,-1037
55.200,-64,-87,-1020
55.250,63,-4,-881
55.300,-216,-50,-906
55.350,-31,-100,-1060
55.400,-18,-48,-948
55.450,-86,-25,-990
55.500,-166,136,-956
55.550,13,-27,-1043
55.600,-121,-38,-946
55.650,-32,4,-1026
55.700,-51,-1,-1033
55.750,54,11,-1041
