t,x,y,z
11.150,-213,-283,-1054
11.200,-270,-104,-1388
11.250,-161,-223,-1179
11.300,-94,122,-949
11.350,-36,163,-881
11.400,214,136,-877
11.450,219,126,-1248
11.500,279,31,-1313
11.550,127,-23,-1223
11.600,71,-69,-701
11.650,13,-154,-586
11.700,-405,13,-997
11.750,-349,-51,-1354
11.800,-285,-91,-1529
11.850,-160,39,-1196
11.900,107,-55,-660
11.950,117,120,-714
12.000,70,255,-1022
12.050,213,220,-1176
12.100,265,42,-1443
12.150,18,79,-899
12.200,-163,85,-1790
12.250,19,-96,-1082
12.300,190,-36,-1099
12.350,-6,-105,-1184
12.400,399,-66,-889
12.450,183,-132,-1027
12.500,216,37,-1728
12.550,-76,-168,-2799
12.600,113,-167,-1759
12.650,43,7,-1081
12.700,-159,30,-1036
12.750,-64,-52,-1054
12.800,-140,-64,-909
12.850,-209,107,-1045
12.900,9,-73,-1001
12.950,4,240,-900
13.000,75,85,-1820
13.050,172,201,-1020
13.100,213,-111,-906
13.150,298,13,-1057
13.200,232,-222,-881
13.250,-44,-20,-1192
13.300,189,-84,-1881
13.350,0,39,-2645
13.400,-12,-111,-1670
13.450,-53,-123,-884
13.500,-246,-1,-836
13.550,-50,33,-899
13.600,-181,46,-995
13.650,38,126,-981
13.700,96,236,-1109
13.750,266,149,-1035
13.800,220,-139,-1932
13.850,111,17,-1182
13.900,79,200,-983
13.950,197,88,-987
14.000,111,-89,-965
14.050,164,-74,-1068
14.100,101,-70,-1778
14.150,-167,-47,-2945
14.200,39,-93,-1853
14.250,-176,34,-1106
14.300,-121,-209,-836
14.350,-138,-68,-872
14.400,-24,-189,-997
14.450,91,60,-1058
14.500,56,180,-1073
14.550,-52,58,-1038
14.600,-73,38,-1746
14.650,-69,183,-1018
14.700,178,126,-1069
14.750,-41,123,-993
14.800,147,68,-1117
14.850,76,-64,-1163
14.900,-36,-81,-1779
14.950,134,-2,-2650
15.000,-73,-58,-1819
15.050,-91,-112,-939
15.100,62,-23,-1254
15.150,-204,-72,-826
15.200,24,24,-919
15.250,-29,71,-1001
15.300,-119,2,-1006
15.350,-96,145,-1019
15.400,-36,135,-1889
15.450,45,-12,-1008
15.500,114,27,-1013
15.550,155,-37,-1168
15.600,266,-20,-920
15.650,-5,-217,-1179
15.700,102,-124,-1835
15.750,-39,-245,-2635
15.800,-124,-181,-1928
15.850,-34,55,-1054
15.900,-46,-56,-865
15.950,-70,47,-1095
16.000,32,111,-1040
16.050,-131,120,-1115
16.100,-22,21,-1096
16.150,112,5,-1169
16.200,188,37,-1712
16.250,78,-17,-1229
16.300,79,71,-1059
16.350,68,-72,-1007
16.400,110,-55,-1193
16.450,-3,-106,-1123
16.500,-140,-148,-1972
16.550,-160,-61,-2890
16.600,71,15,-2007
16.650,-48,-221,-1025
16.700,11,94,-881
16.750,-236,24,-1147
16.800,-50,117,-1016
16.850,11,-11,-1048
16.900,-153,-84,-991
16.950,0,-2,-1084
17.000,-110,160,-1769
17.050,19,32,-1123
17.100,5,73,-908
17.150,-99,83,-1088
17.200,56,-179,-1054
17.250,57,-101,-831
17.300,-3,-120,-1857
17.350,42,-31,-2731
17.400,-43,-74,-2054
17.450,-64,-169,-1056
17.500,-150,15,-1032
17.550,-42,-201,-904
17.600,-229,192,-1142
17.650,-70,-28,-989
17.700,62,4,-969
17.750,80,-1,-2720
17.800,-18,147,-1930
17.850,370,57,-1278
17.900,136,4,-1158
17.950,64,-122,-990
18.000,-224,-242,-737
18.050,-172,-164,-1032
18.100,-229,-112,-1188
18.150,-84,-25,-1086
18.200,-247,96,-1111
18.250,-38,-8,-643
18.300,277,76,-962
18.350,295,141,-1240
18.400,423,169,-1300
18.450,176,35,-1150
18.500,74,101,-1035
18.550,-51,9,-798
18.600,-80,-225,-716
18.650,-85,-98,-1137
18.700,-288,-192,-1294
18.750,-158,-153,-1160
18.800,-167,144,-767
18.850,62,210,-703
18.900,299,162,-971
18.950,23,340,-1331
19.000,201,208,-1350
19.050,58,31,-1118
19.100,58,17,-921
19.150,37,-80,-605
19.200,-81,-103,-996
19.250,-288,-230,-1301
19.300,-264,-283,-1313
19.350,-138,62,-1149
19.400,142,36,-812
19.450,95,258,-591
19.500,210,157,-962
19.550,89,136,-1266
19.600,360,64,-1175
19.650,133,-2,-997
19.700,-201,-240,-577
19.750,-64,-84,-720
19.800,-172,-168,-968
19.850,-200,-122,-1203
19.900,-292,-140,-1126
19.950,-146,13,-1005
20.000,-33,243,-670
20.050,-69,237,-840
20.100,14,89,-916
20.150,55,235,-1364
20.200,305,164,-1345
20.250,-132,7,-1194
20.300,62,-118,-595
20.350,-182,-233,-696
20.400,-302,-158,-1052
20.450,-295,-274,-1240
20.500,-19,-113,-1339
20.550,-120,-123,-1134
20.600,126,91,-732
20.650,304,136,-772
20.700,286,98,-1049
20.750,252,204,-1277
20.800,305,151,-1151
20.850,156,-68,-993
20.900,-69,17,-813
20.950,-113,-218,-841
21.000,-292,-337,-980
21.050,-243,-131,-1314
21.100,-434,65,-1033
21.150,-72,42,-802
21.200,115,185,-615
21.250,135,199,-942
21.300,201,268,-1019
21.350,258,197,-1370
21.400,232,40,-1249
21.450,171,-23,-803
21.500,-184,-104,-648
21.550,-112,-103,-820
21.600,-131,-39,-1082
21.650,-293,-100,-1192
21.700,-50,-72,-1121
21.750,-45,58,-994
21.800,-124,55,-829
21.850,74,57,-893
21.900,201,281,-1214
21.950,175,98,-1333
22.000,31,-88,-955
22.050,-52,-136,-891
22.100,-165,-256,-776
22.150,-358,-311,-745
22.200,-209,-123,-1126
22.250,-156,-71,-1338
22.300,-30,-104,-1073
22.350,-58,169,-747
22.400,115,265,-571
22.450,230,186,-1022
22.500,219,227,-1222
22.550,320,139,-1383
22.600,32,-189,-961
22.650,-96,-16,-760
22.700,-99,-169,-749
22.750,-154,-204,-1037
22.800,-267,-181,-1344
22.850,-285,-108,-1209
22.900,-91,-72,-1072
22.950,216,193,-812
23.000,4,-9,-655
23.050,40,162,-1162
23.100,223,38,-1325
23.150,165,161,-1110
23.200,120,20,-772
23.250,-186,89,-720
23.300,-183,-12,-821
23.350,-211,-85,-981
23.400,-332,-73,-1280
23.450,-183,81,-974
23.500,3,78,-958
23.550,22,48,-643
23.600,177,80,-830
23.650,102,118,-1136
23.700,226,116,-1306
23.750,141,-20,-1100
23.800,-5,-74,-755
23.850,-63,-70,-520
23.900,-235,-265,-646
23.950,-274,-230,-970
24.000,26,-21,-1201
24.050,-15,-74,-948
24.100,-192,17,-854
24.150,11,-66,-1241
24.200,-48,-63,-1095
24.250,-131,120,-874
24.300,-108,-79,-1082
24.350,-112,34,-954
24.400,87,1,-973
24.450,132,43,-970
24.500,-175,-20,-1034
24.550,3,115,-1056
24.600,143,-85,-847
24.650,-104,-2,-1200
24.700,-125,-238,-948
24.750,-30,-239,-968
24.800,-61,-125,-1036
24.850,21,-11,-994
24.900,56,96,-1133
24.950,49,-143,-1092
25.000,-162,-74,-891
25.050,26,154,-1061
25.100,131,-230,-938
25.150,98,66,-1058
25.200,-64,-7,-803
25.250,96,-14,-1173
25.300,101,-78,-906
25.350,-146,-108,-970
25.400,31,103,-986
25.450,-22,64,-1022
25.500,-84,-3,-864
25.550,31,43,-907
25.600,55,-95,-1030
25.650,45,181,-980
25.700,-85,8,-994
25.750,-122,34,-747
25.800,-76,48,-897
25.850,-13,-185,-961
25.900,-45,-61,-965
25.950,11,101,-870
26.000,-87,87,-1007
26.050,28,147,-1013
26.100,-53,-131,-823
26.150,57,50,-1053
26.200,162,-200,-897
26.250,194,160,-954
26.300,55,-8,-1019
26.350,7,-33,-1007
26.400,-64,3,-945
26.450,138,4,-942
26.500,-23,95,-1060
26.550,-117,-135,-1074
26.600,-20,150,-959
26.650,17,-132,-1058
26.700,-48,282,-862
26.750,120,-129,-1037
26.800,-32,16,-1140
26.850,56,-9,-1185
26.900,-38,114,-922
26.950,73,-156,-914
27.000,26,18,-1126
27.050,-125,136,-933
27.100,115,159,-1044
27.150,-51,-137,-868
27.200,26,-8,-1045
27.250,21,238,-1054
27.300,-170,94,-1003
27.350,192,35,-922
27.400,-162,-30,-1047
27.450,8,57,-988
27.500,-30,142,-916
27.550,203,-51,-1069
27.600,-173,-86,-1007
27.650,148,-119,-1144
27.700,-19,-30,-955
27.750,-52,-39,-1032
27.800,44,-182,-946
27.850,-146,105,-1064
27.900,49,-64,-952
27.950,55,-141,-899
28.000,12,-84,-970
28.050,-211,-120,-905
28.100,-26,96,-976
28.150,84,87,-952
28.200,18,-61,-951
28.250,211,-44,-939
28.300,13,23,-885
28.350,-113,202,-1045
28.400,-172,-171,-1001
28.450,161,22,-1053
28.500,237,-127,-988
28.550,59,51,-960
28.600,-98,150,-987
28.650,71,-77,-1165
28.700,176,5,-1037
28.750,-78,-34,-993
28.800,-7,3,-1001
28.850,-121,32,-939
28.900,-71,-42,-990
28.950,-133,6,-1050
29.000,67,229,-1019
29.050,-103,35,-1000
29.100,-42,-32,-1025
29.150,64,-26,-979
29.200,65,136,-944
29.250,102,172,-1028
29.300,132,95,-1109
29.350,-61,75,-1240
29.400,-120,142,-963
29.450,122,131,-1116
29.500,-119,172,-1183
29.550,-104,35,-1103
29.600,-32,43,-960
29.650,-34,74,-958
29.700,48,55,-1029
29.750,-83,61,-1078
29.800,126,-138,-1010
29.850,129,-27,-1055
29.900,197,46,-935
29.950,6,130,-859
